,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
COL4A3_ITGAV_ITGB8,COL4A3_ITGAV_ITGB8,COLLAGEN,COL4A3,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - (ITGAV+ITGB8)
COL4A4_ITGAV_ITGB8,COL4A4_ITGAV_ITGB8,COLLAGEN,COL4A4,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - (ITGAV+ITGB8)
COL4A5_ITGAV_ITGB8,COL4A5_ITGAV_ITGB8,COLLAGEN,COL4A5,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - (ITGAV+ITGB8)
COL4A6_ITGAV_ITGB8,COL4A6_ITGAV_ITGB8,COLLAGEN,COL4A6,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - (ITGAV+ITGB8)
COL6A1_ITGAV_ITGB8,COL6A1_ITGAV_ITGB8,COLLAGEN,COL6A1,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - (ITGAV+ITGB8)
COL6A2_ITGAV_ITGB8,COL6A2_ITGAV_ITGB8,COLLAGEN,COL6A2,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - (ITGAV+ITGB8)
COL6A3_ITGAV_ITGB8,COL6A3_ITGAV_ITGB8,COLLAGEN,COL6A3,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - (ITGAV+ITGB8)
COL6A5_ITGAV_ITGB8,COL6A5_ITGAV_ITGB8,COLLAGEN,COL6A5,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - (ITGAV+ITGB8)
COL6A6_ITGAV_ITGB8,COL6A6_ITGAV_ITGB8,COLLAGEN,COL6A6,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - (ITGAV+ITGB8)
COL9A1_ITGAV_ITGB8,COL9A1_ITGAV_ITGB8,COLLAGEN,COL9A1,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL9A1 - (ITGAV+ITGB8)
COL9A2_ITGAV_ITGB8,COL9A2_ITGAV_ITGB8,COLLAGEN,COL9A2,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL9A2 - (ITGAV+ITGB8)
COL9A3_ITGAV_ITGB8,COL9A3_ITGAV_ITGB8,COLLAGEN,COL9A3,ITGAV_ITGB8,,,,,KEGG: hsa04512,ECM-Receptor,COL9A3 - (ITGAV+ITGB8)
LAMA1_ITGA6_ITGB4,LAMA1_ITGA6_ITGB4,LAMININ,LAMA1,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - (ITGA6+ITGB4)
LAMA2_ITGA6_ITGB4,LAMA2_ITGA6_ITGB4,LAMININ,LAMA2,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - (ITGA6+ITGB4)
LAMA3_ITGA6_ITGB4,LAMA3_ITGA6_ITGB4,LAMININ,LAMA3,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - (ITGA6+ITGB4)
LAMA4_ITGA6_ITGB4,LAMA4_ITGA6_ITGB4,LAMININ,LAMA4,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - (ITGA6+ITGB4)
LAMA5_ITGA6_ITGB4,LAMA5_ITGA6_ITGB4,LAMININ,LAMA5,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - (ITGA6+ITGB4)
LAMB1_ITGA6_ITGB4,LAMB1_ITGA6_ITGB4,LAMININ,LAMB1,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - (ITGA6+ITGB4)
LAMB2_ITGA6_ITGB4,LAMB2_ITGA6_ITGB4,LAMININ,LAMB2,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - (ITGA6+ITGB4)
LAMB3_ITGA6_ITGB4,LAMB3_ITGA6_ITGB4,LAMININ,LAMB3,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - (ITGA6+ITGB4)
LAMC1_ITGA6_ITGB4,LAMC1_ITGA6_ITGB4,LAMININ,LAMC1,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - (ITGA6+ITGB4)
LAMC2_ITGA6_ITGB4,LAMC2_ITGA6_ITGB4,LAMININ,LAMC2,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - (ITGA6+ITGB4)
LAMC3_ITGA6_ITGB4,LAMC3_ITGA6_ITGB4,LAMININ,LAMC3,ITGA6_ITGB4,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - (ITGA6+ITGB4)
FN1_CD44,FN1_CD44,FN1,FN1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,FN1 - CD44
COL1A1_CD44,COL1A1_CD44,COLLAGEN,COL1A1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL1A1 - CD44
COL1A2_CD44,COL1A2_CD44,COLLAGEN,COL1A2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL1A2 - CD44
COL2A1_CD44,COL2A1_CD44,COLLAGEN,COL2A1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL2A1 - CD44
COL4A1_CD44,COL4A1_CD44,COLLAGEN,COL4A1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A1 - CD44
COL4A2_CD44,COL4A2_CD44,COLLAGEN,COL4A2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A2 - CD44
COL4A3_CD44,COL4A3_CD44,COLLAGEN,COL4A3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - CD44
COL4A4_CD44,COL4A4_CD44,COLLAGEN,COL4A4,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - CD44
COL4A5_CD44,COL4A5_CD44,COLLAGEN,COL4A5,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - CD44
COL4A6_CD44,COL4A6_CD44,COLLAGEN,COL4A6,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - CD44
COL6A1_CD44,COL6A1_CD44,COLLAGEN,COL6A1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - CD44
COL6A2_CD44,COL6A2_CD44,COLLAGEN,COL6A2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - CD44
COL6A3_CD44,COL6A3_CD44,COLLAGEN,COL6A3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - CD44
COL6A5_CD44,COL6A5_CD44,COLLAGEN,COL6A5,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - CD44
COL6A6_CD44,COL6A6_CD44,COLLAGEN,COL6A6,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - CD44
COL9A1_CD44,COL9A1_CD44,COLLAGEN,COL9A1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL9A1 - CD44
COL9A2_CD44,COL9A2_CD44,COLLAGEN,COL9A2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL9A2 - CD44
COL9A3_CD44,COL9A3_CD44,COLLAGEN,COL9A3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,COL9A3 - CD44
LAMA1_CD44,LAMA1_CD44,LAMININ,LAMA1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - CD44
LAMA2_CD44,LAMA2_CD44,LAMININ,LAMA2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - CD44
LAMA3_CD44,LAMA3_CD44,LAMININ,LAMA3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - CD44
LAMA4_CD44,LAMA4_CD44,LAMININ,LAMA4,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - CD44
LAMA5_CD44,LAMA5_CD44,LAMININ,LAMA5,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - CD44
LAMB1_CD44,LAMB1_CD44,LAMININ,LAMB1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - CD44
LAMB2_CD44,LAMB2_CD44,LAMININ,LAMB2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - CD44
LAMB3_CD44,LAMB3_CD44,LAMININ,LAMB3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - CD44
LAMC1_CD44,LAMC1_CD44,LAMININ,LAMC1,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - CD44
LAMC2_CD44,LAMC2_CD44,LAMININ,LAMC2,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - CD44
LAMC3_CD44,LAMC3_CD44,LAMININ,LAMC3,CD44,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - CD44
COL1A1_SDC1,COL1A1_SDC1,COLLAGEN,COL1A1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL1A1 - SDC1
COL1A2_SDC1,COL1A2_SDC1,COLLAGEN,COL1A2,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL1A2 - SDC1
COL2A1_SDC1,COL2A1_SDC1,COLLAGEN,COL2A1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL2A1 - SDC1
COL4A1_SDC1,COL4A1_SDC1,COLLAGEN,COL4A1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A1 - SDC1
COL4A2_SDC1,COL4A2_SDC1,COLLAGEN,COL4A2,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A2 - SDC1
COL4A3_SDC1,COL4A3_SDC1,COLLAGEN,COL4A3,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - SDC1
COL4A4_SDC1,COL4A4_SDC1,COLLAGEN,COL4A4,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - SDC1
COL4A5_SDC1,COL4A5_SDC1,COLLAGEN,COL4A5,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - SDC1
COL4A6_SDC1,COL4A6_SDC1,COLLAGEN,COL4A6,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - SDC1
COL6A1_SDC1,COL6A1_SDC1,COLLAGEN,COL6A1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - SDC1
COL6A2_SDC1,COL6A2_SDC1,COLLAGEN,COL6A2,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - SDC1
COL6A3_SDC1,COL6A3_SDC1,COLLAGEN,COL6A3,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - SDC1
COL6A5_SDC1,COL6A5_SDC1,COLLAGEN,COL6A5,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - SDC1
COL6A6_SDC1,COL6A6_SDC1,COLLAGEN,COL6A6,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - SDC1
COL9A1_SDC1,COL9A1_SDC1,COLLAGEN,COL9A1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL9A1 - SDC1
COL9A2_SDC1,COL9A2_SDC1,COLLAGEN,COL9A2,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL9A2 - SDC1
COL9A3_SDC1,COL9A3_SDC1,COLLAGEN,COL9A3,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COL9A3 - SDC1
FN1_SDC1,FN1_SDC1,FN1,FN1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,FN1 - SDC1
TNC_SDC1,TNC_SDC1,TENASCIN,TNC,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,TNC - SDC1
TNR_SDC1,TNR_SDC1,TENASCIN,TNR,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,TNR - SDC1
TNN_SDC1,TNN_SDC1,TENASCIN,TNN,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,TNN - SDC1
TNXB_SDC1,TNXB_SDC1,TENASCIN,TNXB,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,TNXB - SDC1
THBS1_SDC1,THBS1_SDC1,THBS,THBS1,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,THBS1 - SDC1
THBS2_SDC1,THBS2_SDC1,THBS,THBS2,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,THBS2 - SDC1
THBS3_SDC1,THBS3_SDC1,THBS,THBS3,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,THBS3 - SDC1
THBS4_SDC1,THBS4_SDC1,THBS,THBS4,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,THBS4 - SDC1
COMP_SDC1,COMP_SDC1,THBS,COMP,SDC1,,,,,KEGG: hsa04512,ECM-Receptor,COMP - SDC1
COL1A1_SDC4,COL1A1_SDC4,COLLAGEN,COL1A1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL1A1 - SDC4
COL1A2_SDC4,COL1A2_SDC4,COLLAGEN,COL1A2,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL1A2 - SDC4
COL2A1_SDC4,COL2A1_SDC4,COLLAGEN,COL2A1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL2A1 - SDC4
COL4A1_SDC4,COL4A1_SDC4,COLLAGEN,COL4A1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A1 - SDC4
COL4A2_SDC4,COL4A2_SDC4,COLLAGEN,COL4A2,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A2 - SDC4
COL4A3_SDC4,COL4A3_SDC4,COLLAGEN,COL4A3,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - SDC4
COL4A4_SDC4,COL4A4_SDC4,COLLAGEN,COL4A4,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - SDC4
COL4A5_SDC4,COL4A5_SDC4,COLLAGEN,COL4A5,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - SDC4
COL4A6_SDC4,COL4A6_SDC4,COLLAGEN,COL4A6,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - SDC4
COL6A1_SDC4,COL6A1_SDC4,COLLAGEN,COL6A1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - SDC4
COL6A2_SDC4,COL6A2_SDC4,COLLAGEN,COL6A2,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - SDC4
COL6A3_SDC4,COL6A3_SDC4,COLLAGEN,COL6A3,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - SDC4
COL6A5_SDC4,COL6A5_SDC4,COLLAGEN,COL6A5,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - SDC4
COL6A6_SDC4,COL6A6_SDC4,COLLAGEN,COL6A6,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - SDC4
COL9A1_SDC4,COL9A1_SDC4,COLLAGEN,COL9A1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL9A1 - SDC4
COL9A2_SDC4,COL9A2_SDC4,COLLAGEN,COL9A2,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL9A2 - SDC4
COL9A3_SDC4,COL9A3_SDC4,COLLAGEN,COL9A3,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COL9A3 - SDC4
FN1_SDC4,FN1_SDC4,FN1,FN1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,FN1 - SDC4
TNC_SDC4,TNC_SDC4,TENASCIN,TNC,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,TNC - SDC4
TNR_SDC4,TNR_SDC4,TENASCIN,TNR,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,TNR - SDC4
TNN_SDC4,TNN_SDC4,TENASCIN,TNN,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,TNN - SDC4
TNXB_SDC4,TNXB_SDC4,TENASCIN,TNXB,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,TNXB - SDC4
THBS1_SDC4,THBS1_SDC4,THBS,THBS1,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,THBS1 - SDC4
THBS2_SDC4,THBS2_SDC4,THBS,THBS2,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,THBS2 - SDC4
THBS3_SDC4,THBS3_SDC4,THBS,THBS3,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,THBS3 - SDC4
THBS4_SDC4,THBS4_SDC4,THBS,THBS4,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,THBS4 - SDC4
COMP_SDC4,COMP_SDC4,THBS,COMP,SDC4,,,,,KEGG: hsa04512,ECM-Receptor,COMP - SDC4
LAMA1_SV2A,LAMA1_SV2A,LAMININ,LAMA1,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - SV2A
LAMA2_SV2A,LAMA2_SV2A,LAMININ,LAMA2,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - SV2A
LAMA3_SV2A,LAMA3_SV2A,LAMININ,LAMA3,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - SV2A
LAMA4_SV2A,LAMA4_SV2A,LAMININ,LAMA4,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - SV2A
LAMA5_SV2A,LAMA5_SV2A,LAMININ,LAMA5,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - SV2A
LAMB1_SV2A,LAMB1_SV2A,LAMININ,LAMB1,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - SV2A
LAMB2_SV2A,LAMB2_SV2A,LAMININ,LAMB2,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - SV2A
LAMB3_SV2A,LAMB3_SV2A,LAMININ,LAMB3,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - SV2A
LAMC1_SV2A,LAMC1_SV2A,LAMININ,LAMC1,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - SV2A
LAMC2_SV2A,LAMC2_SV2A,LAMININ,LAMC2,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - SV2A
LAMC3_SV2A,LAMC3_SV2A,LAMININ,LAMC3,SV2A,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - SV2A
LAMA1_SV2B,LAMA1_SV2B,LAMININ,LAMA1,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - SV2B
LAMA2_SV2B,LAMA2_SV2B,LAMININ,LAMA2,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - SV2B
LAMA3_SV2B,LAMA3_SV2B,LAMININ,LAMA3,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - SV2B
LAMA4_SV2B,LAMA4_SV2B,LAMININ,LAMA4,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - SV2B
LAMA5_SV2B,LAMA5_SV2B,LAMININ,LAMA5,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - SV2B
LAMB1_SV2B,LAMB1_SV2B,LAMININ,LAMB1,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - SV2B
LAMB2_SV2B,LAMB2_SV2B,LAMININ,LAMB2,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - SV2B
LAMB3_SV2B,LAMB3_SV2B,LAMININ,LAMB3,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - SV2B
LAMC1_SV2B,LAMC1_SV2B,LAMININ,LAMC1,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - SV2B
LAMC2_SV2B,LAMC2_SV2B,LAMININ,LAMC2,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - SV2B
LAMC3_SV2B,LAMC3_SV2B,LAMININ,LAMC3,SV2B,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - SV2B
LAMA1_SV2C,LAMA1_SV2C,LAMININ,LAMA1,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - SV2C
LAMA2_SV2C,LAMA2_SV2C,LAMININ,LAMA2,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - SV2C
LAMA3_SV2C,LAMA3_SV2C,LAMININ,LAMA3,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - SV2C
LAMA4_SV2C,LAMA4_SV2C,LAMININ,LAMA4,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - SV2C
LAMA5_SV2C,LAMA5_SV2C,LAMININ,LAMA5,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - SV2C
LAMB1_SV2C,LAMB1_SV2C,LAMININ,LAMB1,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - SV2C
LAMB2_SV2C,LAMB2_SV2C,LAMININ,LAMB2,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - SV2C
LAMB3_SV2C,LAMB3_SV2C,LAMININ,LAMB3,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - SV2C
LAMC1_SV2C,LAMC1_SV2C,LAMININ,LAMC1,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - SV2C
LAMC2_SV2C,LAMC2_SV2C,LAMININ,LAMC2,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - SV2C
LAMC3_SV2C,LAMC3_SV2C,LAMININ,LAMC3,SV2C,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - SV2C
THBS1_CD36,THBS1_CD36,THBS,THBS1,CD36,,,,,KEGG: hsa04512,ECM-Receptor,THBS1 - CD36
THBS2_CD36,THBS2_CD36,THBS,THBS2,CD36,,,,,KEGG: hsa04512,ECM-Receptor,THBS2 - CD36
THBS3_CD36,THBS3_CD36,THBS,THBS3,CD36,,,,,KEGG: hsa04512,ECM-Receptor,THBS3 - CD36
THBS4_CD36,THBS4_CD36,THBS,THBS4,CD36,,,,,KEGG: hsa04512,ECM-Receptor,THBS4 - CD36
COMP_CD36,COMP_CD36,THBS,COMP,CD36,,,,,KEGG: hsa04512,ECM-Receptor,COMP - CD36
VWF_GP1BA_GP1BB_GP5_GP9,VWF_GP1BA_GP1BB_GP5_GP9,VWF,VWF,GP complex,,,,,KEGG: hsa04512,ECM-Receptor,VWF - GP
COL1A1_GP6,COL1A1_GP6,COLLAGEN,COL1A1,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL1A1 - GP6
COL1A2_GP6,COL1A2_GP6,COLLAGEN,COL1A2,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL1A2 - GP6
COL2A1_GP6,COL2A1_GP6,COLLAGEN,COL2A1,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL2A1 - GP6
COL4A1_GP6,COL4A1_GP6,COLLAGEN,COL4A1,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A1 - GP6
COL4A2_GP6,COL4A2_GP6,COLLAGEN,COL4A2,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A2 - GP6
COL4A3_GP6,COL4A3_GP6,COLLAGEN,COL4A3,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - GP6
COL4A4_GP6,COL4A4_GP6,COLLAGEN,COL4A4,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - GP6
COL4A5_GP6,COL4A5_GP6,COLLAGEN,COL4A5,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - GP6
COL4A6_GP6,COL4A6_GP6,COLLAGEN,COL4A6,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - GP6
COL6A1_GP6,COL6A1_GP6,COLLAGEN,COL6A1,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - GP6
COL6A2_GP6,COL6A2_GP6,COLLAGEN,COL6A2,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - GP6
COL6A3_GP6,COL6A3_GP6,COLLAGEN,COL6A3,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - GP6
COL6A5_GP6,COL6A5_GP6,COLLAGEN,COL6A5,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - GP6
COL6A6_GP6,COL6A6_GP6,COLLAGEN,COL6A6,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - GP6
COL9A1_GP6,COL9A1_GP6,COLLAGEN,COL9A1,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL9A1 - GP6
COL9A2_GP6,COL9A2_GP6,COLLAGEN,COL9A2,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL9A2 - GP6
COL9A3_GP6,COL9A3_GP6,COLLAGEN,COL9A3,GP6,,,,,KEGG: hsa04512,ECM-Receptor,COL9A3 - GP6
THBS1_CD47,THBS1_CD47,THBS,THBS1,CD47,,,,,KEGG: hsa04512,ECM-Receptor,THBS1 - CD47
THBS2_CD47,THBS2_CD47,THBS,THBS2,CD47,,,,,KEGG: hsa04512,ECM-Receptor,THBS2 - CD47
THBS3_CD47,THBS3_CD47,THBS,THBS3,CD47,,,,,KEGG: hsa04512,ECM-Receptor,THBS3 - CD47
THBS4_CD47,THBS4_CD47,THBS,THBS4,CD47,,,,,KEGG: hsa04512,ECM-Receptor,THBS4 - CD47
COMP_CD47,COMP_CD47,THBS,COMP,CD47,,,,,KEGG: hsa04512,ECM-Receptor,COMP - CD47
AGRN_DAG1,AGRN_DAG1,AGRN,AGRN,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,AGRN - DAG1
HSPG2_DAG1,HSPG2_DAG1,HSPG,HSPG2,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,HSPG2 - DAG1
LAMA1_DAG1,LAMA1_DAG1,LAMININ,LAMA1,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMA1 - DAG1
LAMA2_DAG1,LAMA2_DAG1,LAMININ,LAMA2,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMA2 - DAG1
LAMA3_DAG1,LAMA3_DAG1,LAMININ,LAMA3,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMA3 - DAG1
LAMA4_DAG1,LAMA4_DAG1,LAMININ,LAMA4,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMA4 - DAG1
LAMA5_DAG1,LAMA5_DAG1,LAMININ,LAMA5,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMA5 - DAG1
LAMB1_DAG1,LAMB1_DAG1,LAMININ,LAMB1,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMB1 - DAG1
LAMB2_DAG1,LAMB2_DAG1,LAMININ,LAMB2,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - DAG1
LAMB3_DAG1,LAMB3_DAG1,LAMININ,LAMB3,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - DAG1
LAMC1_DAG1,LAMC1_DAG1,LAMININ,LAMC1,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - DAG1
LAMC2_DAG1,LAMC2_DAG1,LAMININ,LAMC2,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - DAG1
LAMC3_DAG1,LAMC3_DAG1,LAMININ,LAMC3,DAG1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - DAG1
